"System ID","UPC","EAN","Custom SKU","Manufact. SKU","Item","Remaining","Total Cost","Avg. Cost","Sale Price","Margin"
"210000002454","","","https://www.usedgames.ca/hawaiian-punch-used-board-game-1978.html?source=bgg","8975","Hawaiian Punch (1978) (used)","1","$0.01","$0.01","$69.95","99.99%"
"210000002455","","","https://www.usedgames.ca/fat-albert-and-the-cosby-kids-used-box-game-1973.html?source=bgg","5705","Fat Albert and the Cosby Kids (1973) (Used)","1","$0.01","$0.01","$44.95","99.98%"
"210000002456","","","https://www.usedgames.ca/downfall-used-board-game-1985.html?source=bgg","1099","Downspin (1970) (Downfall) (Used) (Made in 1985)","1","$0.01","$0.01","$22.95","99.96%"
"210000002457","","","https://www.usedgames.ca/die-check-used-board-game-1972-wooden-pieces.html?source=bgg","8309","Die-Check (1972) (used) (wooden pieces)","1","$0.01","$0.01","$44.95","99.98%"
"210000002460","6672975032661","","","","Monopoly Elton John NIS Board Game (2025)","6","$198.00","$33.00","$59.95","44.95%"
"210000002464","700304159137","","","","Tiny Epic Game of Thrones NIS (2025) Fully Sleeved NEW","1","$24.75","$24.75","$64.95","61.89%"
"210000002478","","","","","Wallenstein (2002) (used)","1","$0.01","$0.01","$44.95","99.98%"
"210000002479","","","https://www.usedgames.ca/12-thieves-2006-the-thief-of-baghdad-version.html","22278","12 Thieves (2006) (The Thief of Baghdad version) (used)","1","$0.01","$0.01","$49.95","99.98%"
"210000002480","","","https://www.usedgames.ca/aton-2005-used.html?source=bgg","19999","Aton (2005) (used)","1","$0.01","$0.01","$19.95","99.95%"
"210000002481","","","https://www.usedgames.ca/word-on-the-street-2009-used.html","40990","Word on the Street (2009) (used)","1","$0.01","$0.01","$19.95","99.95%"
"210000002488","5011921904440","","https://www.usedgames.ca/talisman-revised-4th-edition-2007-this-is-4th-edit.html?source=bgg","714","Talisman (1983)  (4th edition) (NIS) (Made in 2007)","12","$0.00","$0.00","$140.95","100%"
"210000002489","62496812391","","https://www.usedgames.ca/battlelore-scottish-wars-2007.html?source=bgg","32391","BattleLore: Scottish Wars (2007) (NIS) (Expansion)","12","$0.12","$0.01","$59.00","99.98%"
"210000002492","","","https://www.usedgames.ca/glen-more-ii-chronicles.html","265188","Glen More II: Chronicles (Open + Sleeved) Mayday 7077","1","$58.32","$58.32","$123.21","52.67%"
"210000002523","700304159328","","https://www.usedgames.ca/10-days-in-the-national-parks-2025.html","442527","10 Days in the National Parks (2025) (Open+Sleeved) Mayday MDG 7075 Premium Sleeves","6","$135.00","$22.50","$47.39","52.52%"
"210000002524","700304159328","","https://www.usedgames.ca/10-days-in-the-usa-2003-nis.html","7866","10 Days in the USA (2003)  (Open+Sleeved) Mayday MDG 7075 Premium Sleeves","1","$22.00","$22.00","$43.61","49.55%"
"210000002526","700304159540","","","","RISK STRIKE: Game of Thrones (2025) (nis)","1","$22.00","$22.00","$39.95","44.93%"
"210000002533","655132004916","","https://www.usedgames.ca/galaxy-trucker-anniversary-edition-2012-used.html","140068","Galaxy Trucker: Anniversary Edition (2012) (used)","1","$60.00","$60.00","$144.95","58.61%"
"210000002549","8594156310318","","https://www.usedgames.ca/codenames-2015-nis.html","178900","Codenames (2015) NIS","1","$0.01","$0.01","$28.95","99.97%"
"210000002550","3421271303213","","https://www.usedgames.ca/gyges-2011-nis.html","10527","Gyges (2011) NIS","1","$0.01","$0.01","$44.95","99.98%"
"210000002551","04636303550","","https://www.usedgames.ca/buck-rogers-battle-for-the-25th-century-game-1988.html","548","Buck Rogers: Battle for the 25th Century Game (1988) NIS","1","$0.01","$0.01","$169.95","99.99%"
"210000002552","630509701087","","https://www.usedgames.ca/monopoly-gamer-mario-kart-2018.html","249833","Monopoly Gamer: Mario Kart (2018)","1","$4.25","$4.25","$15.95","73.35%"
"210000002553","027054424614","","https://www.usedgames.ca/scene-it-harry-potter-second-edition-2007.html","32683","Scene It? Harry Potter Second Edition (2007)","1","$2.50","$2.50","$12.45","79.92%"
"210000002555","027084424614","","https://www.usedgames.ca/copy-of-scene-it-harry-potter-second-edition-2007.html","32683","Scene It? Harry Potter Second Edition (2007) (B)","1","$0.01","$0.01","$12.45","99.92%"
"210000002556","","","https://www.usedgames.ca/the-struggle-of-nations-1982-used-unpunched.html","5021","The Struggle of Nations (1982) (used Unpunched)","1","$2.50","$2.50","$49.95","94.99%"
"210000002557","732253102001","","https://www.usedgames.ca/the-farming-game-1996-used.html","5195","The Farming Game (1996) Used","1","$3.25","$3.25","$29.95","89.15%"
"210000002559","","","https://www.usedgames.ca/the-struggle-of-nations-1982-used-unpunched-685641.html","5021","The Struggle of Nations (1982) Used (Unpunched)","1","$2.50","$2.50","$49.95","94.99%"
"210000002560","","","https://www.usedgames.ca/masterpiece-1970-used.html","1501","Masterpiece (1970) Used","1","$5.00","$5.00","$34.95","85.69%"
"210000002562","","","https://www.usedgames.ca/copy-of-masterpiece-1970-used.html","1501","Masterpiece (1970) Used (I)","1","$3.50","$3.50","$39.95","91.24%"
"210000002563","09351407964","","https://www.usedgames.ca/relative-insanity-old-farts-2021-family-gatherin-2.html","413304","Relative Insanity: Old Farts (2021) + Family Gatherin' (2021) (Sealed)","1","$3.82","$3.82","$24.95","84.69%"
"210000002564","81001172694","","https://www.usedgames.ca/heroscape-age-of-annihilation-battle-for-the-wells.html","416118","Heroscape: Age of Annihilation – Battle for the Wellspring (2024)","1","$13.50","$13.50","$24.95","45.89%"
"210000002565","540704494234","","https://www.usedgames.ca/delta-2023-hidden.html","368263","Delta (2023) (used)","1","$10.49","$10.49","$54.95","80.91%"
"210000002566","4010350602676","","https://www.usedgames.ca/alhambra-2003.html","6249","Alhambra (2003) Used","1","$10.49","$10.49","$29.95","64.97%"
"210000002567","5908310266664","","https://www.usedgames.ca/legacy-the-testament-of-duke-de-crecy-2014.html","52461","Legacy: The Testament of Duke de Crecy (2014) Used (2nd edition)","1","$0.00","$0.00","$44.95","100%"
"210000002572","","","","159406","Portal: The Uncooperative Cake Acquisition Game (2015) (used) (unused game code)","1","$0.01","$0.01","$44.95","99.98%"
"210000002574","","","","","10 Days in the National Parks (2025) (NIS) (SALE)","4","$76.00","$19.00","$47.39","59.91%"
"210000002576","700304159960","","","420087","Flip 7 (2024) NIS Board Game + Standard Card Game Card Sleeves 100 pack (63.5x88mm)  MDG-7041","13","$85.80","$6.60","$15.95","58.62%"
"210000002581","860009557550","","https://www.usedgames.ca/snap-ships-tactics-starter-box-2023-used-board-gam.html","363841","Snap Ships Tactics Starter Box (2023) Used Board Game","1","$10.49","$10.49","$94.95","88.95%"
"210000002582","027084037739","","https://www.usedgames.ca/break-the-safe-2003-used-safe-has-not-been-tested.html","7824","Break the Safe (2003) (used)","1","$4.99","$4.99","$34.95","85.72%"
"210000002584","","","","","Chess set with matching leatherette chess board","1","$160.00","$160.00","$250.00","36%"
"210000002587","","","https://www.usedgames.ca/command-and-colors-napoleonics-bundle-base-expansi.html","62222","Command and Colors Napoleonics Bundle (Base, + expansion #2,3,4,5 and 6) (Base game open + expansion NIS)","1","$0.01","$0.01","$649.95","100%"
"210000002589","","","","363622","The Castles of Burgundy: Special Edition (2023) Bundle  (Acrylic Tiles,  Acrylic hexes, mat and Special edition base game)","1","$400.00","$400.00","$749.95","46.66%"
"210000002593","195130362705","","https://www.usedgames.ca/ringer-2025-nis-card-game.html","447793","Ringer (2025) NIS Card Game","2","$23.00","$11.50","$22.95","49.89%"
"210000002605","625012109796","","https://www.usedgames.ca/aha-the-game-of-revealing-clues-2025-nis-card-game.html","","Aha! The Game of Revealing Clues (2025) NIS Card Game","1","$10.00","$10.00","$19.95","49.87%"
"210000002615","625012193924","","https://www.usedgames.ca/ape-town-2025.html","412123","Ape Town (2025) NIS Board Game","3","$82.50","$27.50","$47.45","42.04%"
"210000002616","0725765145666","","https://www.usedgames.ca/comet-2023-nis-board-game.html","381078","Comet (2023) NIS Board Game","1","$35.00","$35.00","$69.95","49.96%"
"210000002618","803979077031","","https://www.usedgames.ca/pappy-winchester-2019-nis-board-game.html","281961","Pappy Winchester (2019) NIS Board Game","1","$25.00","$25.00","$49.95","49.95%"
"210000002620","5011921015962","","https://www.usedgames.ca/space-hulk-third-edition-2009-nis-board-game.html","54625","Space Hulk (Third Edition) (2009) NIS Board Game","1","$0.01","$0.01","$474.95","100%"
"210000002621","860002854908","","https://www.usedgames.ca/second-thoughts-2017-nis-board-game.html","284472","Second Thoughts (2017) NIS Board Game","1","$18.50","$18.50","$37.95","51.25%"
"210000002624","65858009058","","https://www.usedgames.ca/forge-2023-nis-board-game.html","358620","Forge (2023) NIS Board Game","1","$50.00","$50.00","$84.95","41.14%"
"210000002629","","","https://www.usedgames.ca/dice-throne-season-one-rerolled-monk-v-paladin-202.html","322562","Dice Throne: Season One ReRolled – Monk v. Paladin (2021) NIS Fully Sleeved","2","$50.58","$25.29","$49.95","49.37%"
"210000002634","","","https://www.usedgames.ca/dice-throne-season-two-seraph-v-vampire-lord-2018.html","266964","Dice Throne: Season Two – Seraph v. Vampire Lord (2018) NIS Fully Sleeved","2","$50.58","$25.29","$49.95","49.37%"
"210000002643","810082830002","","https://www.usedgames.ca/nemos-war-ultimate-edition-new-fully-sleeved.html","187617","Nemo's War Ultimate Edition New Fully Sleeved","1","$128.09","$128.09","$199.95","35.94%"
"210000002644","610165620340","","https://www.usedgames.ca/mindbug-tag-team-2025-nis-card-game-mdg-7077-mayda.html","419647","Mindbug: Tag Team (2025) NIB Card Game + MDG 7077 Mayday Sleeves (50)","1","$16.39","$16.39","$27.95","41.36%"
"210000002645","824968091036","","https://www.usedgames.ca/heat-tunnel-vision-2025-nib-fully-sleeved-new.html","436904","Heat: Tunnel Vision (2025) NIB Board Game Expansion Fully Sleeved NEW","4","$109.76","$27.44","$51.95","47.18%"
"210000002648","","","https://www.usedgames.ca/civolution-2024-new-fully-sleeved.html","400602","Civolution (2024) New Fully Sleeved Board Game","3","$210.00","$70.00","$137.95","49.26%"
"210000002660","810131320522","","https://www.usedgames.ca/speakeasy-nis-fully-sleeved-with-upgrade-pack.html","375459","Speakeasy (2025) NIS fully sleeved with upgrade pack","2","$300.00","$150.00","$257.95","41.85%"
"210000002664","850037822430","","https://www.usedgames.ca/witchcraft-2023-new-fully-sleeved.html","383499","Witchcraft! (2023) New Fully Sleeved","1","$19.35","$19.35","$38.95","50.32%"
"210000002665","850039564529","","https://www.usedgames.ca/foundations-of-metropolis-2024-new-fully-sleeved.html","412865","Foundations of Metropolis (2024) New Fully Sleeved","3","$116.85","$38.95","$68.95","43.51%"
"210000002667","00644216627721","","https://www.usedgames.ca/wingspan-2019-bundle-asia-european-oceania-expansi.html","266192","Wingspan (2019)  Bundle Asia, European, Oceania expansions, Fan Designed Card Packs Set 1, 1 Wingspan Playmat, *Folded Space Insert, and Sleeves","1","$191.25","$191.25","$279.95","31.68%"
"210000002668","","","https://www.usedgames.ca/life-of-the-amazonia-2023-bundle-upgrade-component.html","368305","Life of the Amazonia (2023) Bundle, Upgrade Components pack, Meeple Set, Mini expansion, and Fully Sleeved.","2","$169.30","$84.65","$139.95","39.51%"
"210000002669","","","https://www.usedgames.ca/wyrmspan-2024-bundle-base-game-dragon-academy-1-ru.html","453406","Wyrmspan (2024) Bundle: Base Game, Dragon Academy, 1 Rubber Playmat, Upgrade Pack and Sleeves.","1","$115.60","$115.60","$159.95","27.73%"
"210000002670","856934004726","","https://www.usedgames.ca/dungeon-kart-2024-fully-sleeved.html","398032","Dungeon Kart (2024) Fully Sleeved","3","$121.50","$40.50","$83.95","51.76%"
"210000002672","85003218559","","https://www.usedgames.ca/apiary-2023-apiary-expanding-the-hive-2024-with-ma.html","427705","Apiary (2023) ,  Apiary: Expanding the Hive (2024) With Mayday premium Slevees","1","$79.55","$79.55","$129.95","38.78%"
"210000002673","5060716751059","","","426513","Emberleaf (2025) , Emberleaf: Trophies & Bonuses (2025) With Mayday premium Sleeves","2","$143.80","$71.90","$114.95","37.45%"
"210000002674","748252980618","","https://www.usedgames.ca/viticulture-essential-edition-2015-bundle-tuscany.html","128621","Viticulture Essential Edition (2015) Bundle, Tuscany Essential Edition, Viticulture World, Moor Visitors Expansion, Visit from the Rhine Valley, Wine Crate and MDG sleeves","1","$182.50","$182.50","$299.95","39.16%"
"210000002675","850032180931","","https://www.usedgames.ca/finspan-2025nis-fully-sleeved.html","436126","Finspan (2025) NIS fully sleeved","1","$41.50","$41.50","$69.95","40.67%"
"210000002676","644216627721","","https://www.usedgames.ca/wingspan-2019-nis-fully-sleeved.html","266192","Wingspan (2019) NIS Fully Sleeved","1","$49.90","$49.90","$84.95","41.26%"
"210000002677","850032180917","","https://www.usedgames.ca/stamp-swap-2024-nis-fully-sleeved.html","426796","Stamp Swap (2024) NIS Fully Sleeved","1","$30.15","$30.15","$55.95","46.11%"
"210000002678","850032180986","","https://www.usedgames.ca/between-two-castles-essential-edition-2025-nis-ful.html","437698","Between Two Castles: Essential Edition (2025) NIS Fully Sleeved","1","$41.50","$41.50","$67.95","38.93%"
"210000002687","5070003169405","","https://www.usedgames.ca/old-kings-crown-pre-order.html","357873","Old King's Crown (With Sleeves) Pre-order","1","$64.04","$64.04","$99.00","35.31%"
"210000002693","4250231739545","","https://www.usedgames.ca/bomb-busters-2024-nis-fully-sleeved-69457567.html","413246","Bomb Busters (2024) NIS Fully Sleeved","8","$304.80","$38.10","$59.95","36.45%"
"210000002698","","","https://www.usedgames.ca/magic-realm-1979-1st-edition-used-board-game.html","22","Magic Realm (1979) 1st edition Used Board Game","1","$0.00","$0.00","$229.95","100%"
